V1,V2,V3
-153.927576601671,87.9888268156425,-2678
-152.924791086351,87.9888268156425,-2664
-151.922005571031,87.9888268156425,-2677
-150.91922005571,87.9888268156425,-2722
-149.91643454039,87.9888268156425,-2792
-148.91364902507,87.9888268156425,-2864
-147.910863509749,87.9888268156425,-2898
-146.908077994429,87.9888268156425,-2967
-145.905292479109,87.9888268156425,-3044
-144.902506963788,87.9888268156425,-3071
-143.899721448468,87.9888268156425,-3045
-142.896935933148,87.9888268156425,-3024
-141.894150417827,87.9888268156425,-3083
-140.891364902507,87.9888268156425,-3144
-139.888579387187,87.9888268156425,-3158
-138.885793871866,87.9888268156425,-3165
-137.883008356546,87.9888268156425,-3170
-136.880222841226,87.9888268156425,-3170
-135.877437325905,87.9888268156425,-3161
-134.874651810585,87.9888268156425,-3144
-133.871866295265,87.9888268156425,-3120
-132.869080779944,87.9888268156425,-3095
-131.866295264624,87.9888268156425,-3084
-130.863509749304,87.9888268156425,-3064
-129.860724233983,87.9888268156425,-3049
-128.857938718663,87.9888268156425,-3041
-127.855153203343,87.9888268156425,-3028
-126.852367688022,87.9888268156425,-2982
-125.849582172702,87.9888268156425,-2929
-124.846796657382,87.9888268156425,-2890
-123.844011142061,87.9888268156425,-2881
-122.841225626741,87.9888268156425,-2898
-121.838440111421,87.9888268156425,-2954
-120.8356545961,87.9888268156425,-3041
-119.83286908078,87.9888268156425,-3143
-118.83008356546,87.9888268156425,-3207
-117.827298050139,87.9888268156425,-3150
-116.824512534819,87.9888268156425,-2960
-115.821727019499,87.9888268156425,-2850
-114.818941504178,87.9888268156425,-2773
-113.816155988858,87.9888268156425,-2904
-112.813370473538,87.9888268156425,-3143
-111.810584958217,87.9888268156425,-3249
-110.807799442897,87.9888268156425,-3235
-109.805013927577,87.9888268156425,-3217
-108.802228412256,87.9888268156425,-3196
-107.799442896936,87.9888268156425,-3183
-106.796657381616,87.9888268156425,-3165
-105.793871866295,87.9888268156425,-3138
-104.791086350975,87.9888268156425,-3084
-103.788300835655,87.9888268156425,-3003
-102.785515320334,87.9888268156425,-2926
-101.782729805014,87.9888268156425,-2873
-100.779944289694,87.9888268156425,-2801
-99.7771587743733,87.9888268156425,-2734
-98.7743732590529,87.9888268156425,-2575
-97.7715877437326,87.9888268156425,-2382
-96.7688022284123,87.9888268156425,-2238
